id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
8444,191.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.442869304,0.425220363,33.97877886,4905.49871
8445,610.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.596551315,0.497978979,41.54582317,7660.88604
8446,346.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.594364445,0.495912854,40.86547798,7565.10416
8447,552.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.536899811,0.436345708,36.21076317,6848.62622
8448,584.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.498952193,0.447536765,35.98855463,6198.06496
8449,299.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583697575,0.482807121,40.22738685,7804.62795
8450,727.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.529678291,0.440241496,37.02177209,6394.07791
8451,617.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.498261098,0.448256199,35.56261102,6188.47714
8452,434.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.572725923,0.472979714,39.77346165,7604.31584
8453,515.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.384633032,0.399556226,30.73453761,3968.33018
8454,59.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.509158377,0.450786211,36.6742427,6263.80788
8455,369.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.53255682,0.44549439,36.36293728,7207.4203
8456,232.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.451083154,0.40166998,33.4416065,5042.64034
8457,191.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.588987285,0.48363057,40.36001849,7626.61733
8458,326.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.583697575,0.485791513,40.23598632,7317.95104
8459,743.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509933842,0.450786211,36.82658691,6992.82314
8460,128.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.496618271,0.44252903,35.31400484,5934.01088
8461,744.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.468832886,0.445717779,34.74417997,5393.56434
8462,343.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.424574228,0.409438226,31.44274436,4575.76991
8463,49.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.601404506,0.496548991,41.97181605,7174.6649
8464,685.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.619887727,0.527895672,45.95298911,8413.65966
8465,104.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.583378727,0.487112101,40.84238532,7322.60914
8466,639.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.59248944,0.492641907,41.21921269,7536.09687
8467,285.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.594206083,0.492641907,41.44744954,7639.54789
8468,766.0,25.0,0.5,0.38,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.582604099,0.486632377,40.81318096,7400.77538
8469,349.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.527742687,0.46618285,37.25124178,6645.56998
8470,303.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.488014406,0.44252903,35.82485206,5741.31418
8471,92.0,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.494677622,0.450498441,36.14878201,5781.85965
8472,238.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.605758307,0.500029301,42.16770498,7895.0208
8473,732.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.51175153,0.451986086,36.54784977,5628.8828
8474,37.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.363726236,0.390310494,29.77562706,3139.43255
8475,531.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.390063566,0.402916187,31.66559817,4641.00151
8476,535.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.467569149,0.428118259,33.22890035,5330.36931
8477,201.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.399362246,0.399556226,31.78135831,4323.93099
8478,535.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.404617089,0.408610007,31.38338142,4016.3616
8479,644.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.596551315,0.490981116,41.05919357,7628.6476
8480,488.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.632108665,0.510839162,45.48708185,7608.62182
8481,674.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.534126224,0.468493268,37.32322478,6846.00686
8482,467.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.464824509,0.407609786,32.6584962,5085.84473
8483,576.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.479826829,0.412450296,33.95797729,5773.62581
8484,683.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566719686,0.461179325,37.67828481,6754.44894
8485,769.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.588987285,0.484349504,40.50451387,7071.83395
8486,706.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383581787,0.391582692,30.05252128,3923.90628
8487,284.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.538703555,0.468493268,38.61011529,6696.23571
8488,400.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578889093,0.48651762,41.57478166,7415.89441
8489,717.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.468832886,0.432722017,34.15934595,4966.77945
8490,244.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.645640994,0.501568683,44.57214339,8655.67644
8491,98.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.396762494,0.403204844,31.00460557,5009.96222
8492,134.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.51884433,0.45807618,36.97636061,7669.81182
8493,210.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.576469662,0.468904437,39.77346165,7284.81478
8494,667.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.542163836,0.488638858,39.81661146,7322.60914
8495,370.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.525947983,0.431201835,35.17991165,6920.08427
8496,59.0,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.424574228,0.403204844,31.44841986,4705.62653
8497,27.0,25.0,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.346410766,0.38126925,29.55021089,3519.43131
8498,547.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.52661476,0.463806532,36.36293728,6626.50685
8499,594.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.502226397,0.425220363,43.93700206,8254.12654
8500,301.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.466109593,0.398255665,31.85521692,5864.12845
8501,541.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.288159094,0.359458632,26.05469186,2688.02883
8502,618.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.465538066,0.428118259,32.88039453,5329.2632
8503,141.0,12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.535364693,0.442952601,38.42153319,6529.98232
8504,505.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.603524723,0.50404651,42.1419027,7907.24067
8505,434.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.426064568,0.407704613,32.02764698,4303.94303
8506,634.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.517169415,0.460180133,35.88512085,6188.47714
8507,493.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.567975637,0.485989695,40.26540842,7920.06175
8508,447.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.384610827,0.394461774,30.55589844,3968.33018
8509,342.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.498261098,0.459464772,36.83081961,5892.161
8510,673.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383581787,0.392318474,29.77562706,3837.51296
8511,552.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.403310637,0.409269062,31.66559817,4433.53697
8512,505.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520587192,0.434863988,34.60429153,6132.41738
8513,441.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.39936701,0.409907136,31.10924166,4320.87416
8514,523.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.539255853,0.437062839,34.87598919,7914.17118
8515,517.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.450102564,0.419851618,34.7014352,5305.74363
8516,509.0,25.0,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.462996546,0.419215723,34.47755795,5862.80545
8517,517.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.468592597,0.437062839,34.18362679,5395.33158
8518,633.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.442693354,0.389593412,31.59741611,5305.74363
8519,593.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.506024348,0.45981941,36.68541263,6578.23522
8520,261.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.583697575,0.488527456,40.65549833,7455.41638
8521,588.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.506987743,0.453028369,36.40698205,6146.83152
8522,551.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.617635584,0.508336663,43.97488159,8174.46338
8523,351.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.488014406,0.44252903,35.88401108,5566.52275
8524,599.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.483872542,0.445284233,35.26003436,5665.2196
8525,530.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.509001253,0.459464772,36.80503364,6276.41054
8526,318.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.487117428,0.412478904,34.33876109,6060.64149
8527,463.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.429210588,0.460627726,33.08835541,4930.61903
8528,110.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.4096968,0.407940293,31.44841986,4336.10096
8529,295.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.521950271,0.466492143,37.62977375,6638.65649
8530,548.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.470643424,0.433668483,34.70788043,5333.87334
8531,186.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.494906594,0.44252903,35.46687387,5632.45917
8532,689.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.429210588,0.408610007,31.66559817,4575.76991
8533,649.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.50476135,0.409269062,31.59741611,7732.22522
8534,633.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.390063566,0.403128905,31.08154655,4673.38052
8535,248.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.508856187,0.452680279,36.92483932,6255.89064
8536,14.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.386518419,0.395502524,30.7671091,3937.91539
8537,504.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.631417034,0.490467439,45.20294287,8570.91353
8538,273.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.62818447,0.513260507,44.39094402,8489.69192
8539,24.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.402052391,0.409760795,31.38338142,4177.0152
8540,613.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.490965919,0.441974474,35.77113923,5912.43376
8541,348.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.56774508,0.463759475,39.85898134,6683.20061
8542,359.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.566319234,0.450021969,38.57716666,6461.67087
8543,463.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.40294843,0.404796043,31.10161493,4336.10096
8544,50.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.600435148,0.500647106,42.13008169,8538.462
8545,581.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.48180056,0.440785841,35.48354994,5503.09583
8546,447.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.371183688,0.399172403,27.3454535,2988.05944
8547,539.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.488308859,0.442865602,35.11807556,5720.72316
8548,461.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.610321439,0.509645194,42.40766225,7016.89385
8549,327.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.490965919,0.442865602,35.18597077,5741.2103
8550,222.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.398976956,0.401236607,30.15219795,4056.83427
8551,597.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.46424992,0.377566465,33.26713681,5403.69852
8552,75.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.504853246,0.456936833,36.3623002,6037.68613
8553,340.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.518776342,0.415971082,43.17615175,8408.38341
8554,469.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.420206355,0.418219535,32.70643359,5395.33158
8555,648.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.626280739,0.516063505,43.74980674,8174.46338
8556,358.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.544066693,0.471277878,37.83085922,6869.7776
8557,542.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.47973321,0.437354261,34.74417997,5446.69747
8558,359.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.49368953,0.45981941,36.94898618,6717.44627
8559,279.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.53255682,0.440675594,36.31114278,6277.16867
8560,598.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.473142233,0.437922725,34.76957798,5377.27086
8561,49.0,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.489823352,0.438586418,34.3041215,5695.56442
8562,477.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.461465413,0.409862936,32.41787171,5345.99106
8563,694.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.53255682,0.460305334,37.75813832,6526.98819
8564,334.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.569713565,0.477778535,38.34178123,6848.62622
8565,639.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.442693354,0.411271911,33.28905228,4975.88538
8566,593.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.467905283,0.421839609,34.78488765,5221.35741
8567,734.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.583378727,0.490357436,40.17821466,7800.50128
8568,449.0,25.0,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.340063353,0.378528127,28.21340501,3436.49354
8569,696.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.335529768,0.377596581,28.55641695,3385.148
8570,716.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.508104246,0.452027468,36.36293728,6830.96605
8571,329.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.58249065,0.482227496,40.65549833,7706.88137
8572,594.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.55235942,0.449239458,38.48388312,7122.49056
8573,252.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.587319779,0.482859526,39.1606042,7557.46014
8574,473.0,12.5,0.25,0.38,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.645475445,0.510839162,45.07802445,8357.06722
8575,464.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.346410766,0.388632634,28.21340501,3447.0821
8576,338.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.490016595,0.447536765,35.92331365,5791.45673
8577,719.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.518626455,0.460322355,37.62977375,6320.23893
8578,553.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.629606256,0.50404651,42.33928002,8173.5891
8579,541.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.340822336,0.377566465,28.80786754,3447.0821
8580,694.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.52661476,0.460795368,37.71251297,6327.00807
8581,332.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.510668562,0.452630705,36.3863589,6202.32702
8582,577.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.545094508,0.438612787,37.96058614,6842.76056
8583,213.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.527724447,0.460305334,37.20361319,6347.56076
8584,319.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582604099,0.485989695,40.35118636,7428.83442
8585,10.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.364880783,0.364725785,27.94201411,3720.71159
8586,624.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.402538656,0.402362581,31.10924166,4303.94303
8587,714.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.47960301,0.39728943,31.6656798,5948.11447
8588,351.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.607396172,0.500647106,42.53222072,7234.25525
8589,301.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.483249032,0.419215723,34.78799327,5597.02216
8590,213.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.620391949,0.520974303,43.2784975,8711.20896
8591,321.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.500058984,0.444658692,32.09005649,5524.14541
8592,526.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.49154744,0.446570029,34.70241183,5882.96562
8593,16.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.430443779,0.424728104,33.44212024,5151.38647
8594,431.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.556715923,0.471125278,37.96686445,6020.87569
8595,30.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.492814967,0.457845739,36.95787336,6180.95142
8596,493.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.509933842,0.451036893,36.62496616,6482.70572
8597,41.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.391598449,0.402855862,29.94364365,3911.42225
8598,582.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.490581115,0.442193092,35.23885567,5663.06579
8599,646.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.62490306,0.520974303,43.7550339,8254.12654
8600,396.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.570329618,0.473660277,38.70569591,6564.9583
8601,548.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.46082121,0.409907136,32.69048728,5356.87186
8602,547.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.498696418,0.442248924,35.71826335,6749.51819
8603,511.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.350992769,0.40030353,29.83315835,3511.5379
8604,106.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.492809568,0.464639165,33.0201908,5948.11447
8605,553.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.490016595,0.446570029,35.41408191,5911.49359
8606,433.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.529163709,0.462760521,37.25124178,6598.85404
8607,734.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.527742687,0.463058596,37.30376378,7004.01554
8608,588.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.543722877,0.461179325,35.40935334,6368.84982
8609,536.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.410652063,0.409438226,31.08154655,4460.91457
8610,153.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.404225284,0.401091418,30.59699446,4228.81888
